scenario,geometry,run_id,beta_hat,deltaBIC_dbu_vs_null,deltaBIC_dbu_vs_nuis,eps_eff,phys_scale,temporal_tau
MZI_null,MZI,MZI_null_00136,-0.07953864275586611,-4.378618496787032,-1.3210910798636735,0.0,0.0,300
MZI_null,MZI,MZI_null_00137,-0.1552863483629061,-3.660947916041546,-4.593633677766546,0.0,0.0,300
MZI_null,MZI,MZI_null_00138,0.29470876993745837,-1.8942093440848142,-3.0991765239777567,0.0,0.0,300
MZI_null,MZI,MZI_null_00139,0.0320969866101333,-2.3369841490724896,-1.662908798599669,0.0,0.0,300
MZI_null,MZI,MZI_null_00140,0.09212500500651379,0.27252313014191554,-2.5915034428315824,0.0,0.0,300
MZI_null,MZI,MZI_null_00141,-0.086372736096702,-2.825155091454932,-7.905763494206754,0.0,0.0,300
MZI_null,MZI,MZI_null_00142,-0.22727865932978283,2.1006228023335742,3.9349031405038506,0.0,0.0,300
MZI_null,MZI,MZI_null_00143,-0.037355405933456744,-0.2703291108327006,-0.06624953636939168,0.0,0.0,300
MZI_null,MZI,MZI_null_00144,0.46183212126828566,1.3587247343037303,-1.3837527744422995,0.0,0.0,300
MZI_null,MZI,MZI_null_00145,-0.14333106609006385,-6.8193389607727175,-0.38960909239833064,0.0,0.0,300
MZI_null,MZI,MZI_null_00146,-0.1134526117926455,-6.266761128793022,-2.9397186527275796,0.0,0.0,300
MZI_null,MZI,MZI_null_00147,-0.16223220054215923,3.0614249052176943,1.6449192708483515,0.0,0.0,300
MZI_null,MZI,MZI_null_00148,-0.0011958961974926057,2.439832416670077,-0.7678950770571451,0.0,0.0,300
MZI_null,MZI,MZI_null_00149,-0.12919263019923954,2.5693722318089716,0.6167301310539761,0.0,0.0,300
MZI_null,MZI,MZI_null_00150,-0.15558692314896846,-2.5710160342508246,-3.6268547601542718,0.0,0.0,300
MZI_null,MZI,MZI_null_00151,-0.2074199596446504,0.7785326425949242,4.7282499214103915,0.0,0.0,300
MZI_null,MZI,MZI_null_00152,-0.20978513607287116,-0.3110922899282875,-2.951927707365481,0.0,0.0,300
MZI_null,MZI,MZI_null_00153,-0.07306880756470441,-3.7771817727166077,-3.591972309039448,0.0,0.0,300
MZI_null,MZI,MZI_null_00154,0.007278244191724049,-4.492850349233113,-0.1886295226604835,0.0,0.0,300
MZI_null,MZI,MZI_null_00155,-0.007535716417370542,-2.716844140599229,-3.7226909861247934,0.0,0.0,300
MZI_null,MZI,MZI_null_00156,-0.0865156995852499,0.2661736774772683,0.5027515628731423,0.0,0.0,300
MZI_null,MZI,MZI_null_00157,-0.14663328671978265,-1.7020030837123223,1.254161370115367,0.0,0.0,300
MZI_null,MZI,MZI_null_00158,-0.2504107921682058,-0.36991942286019475,-2.98787127683754,0.0,0.0,300
MZI_null,MZI,MZI_null_00159,0.0855898002889739,-4.28977746962755,-6.414646301993557,0.0,0.0,300
MZI_null,MZI,MZI_null_00160,-0.2441313656824744,-1.855745160015854,-0.22083249483555445,0.0,0.0,300
MZI_null,MZI,MZI_null_00161,-0.1356474937656613,-0.08422262366787825,-5.984560186806879,0.0,0.0,300
MZI_null,MZI,MZI_null_00162,-0.009911969797097485,-5.6330485992873705,-2.9555083234064776,0.0,0.0,300
MZI_null,MZI,MZI_null_00163,0.007109800697462102,-4.581240095851857,-2.1536666326894762,0.0,0.0,300
MZI_null,MZI,MZI_null_00164,0.15094392138216609,-3.730675608569446,1.5070763361954254,0.0,0.0,300
MZI_null,MZI,MZI_null_00165,-0.16945602819864272,-0.41058746625415177,3.324705861973701,0.0,0.0,300
MZI_null,MZI,MZI_null_00166,-0.37074667501909336,-4.39068576641143,0.7312163815416199,0.0,0.0,300
MZI_null,MZI,MZI_null_00167,-0.0304568079064489,-0.8865623798860736,-2.811955560147462,0.0,0.0,300
MZI_null,MZI,MZI_null_00168,0.012988468120934987,-2.4670317061762383,2.503346184979422,0.0,0.0,300
MZI_null,MZI,MZI_null_00169,0.038163126495181963,-0.9871920137743935,-2.2356308983674023,0.0,0.0,300
MZI_null,MZI,MZI_null_00170,-0.07314093361087402,-3.2976745634588625,0.18335642713489042,0.0,0.0,300
MZI_null,MZI,MZI_null_00171,-0.06314767212303944,-1.1306754293107613,5.226202395936316,0.0,0.0,300
MZI_null,MZI,MZI_null_00172,0.13066870551475385,-2.9780705965035237,2.6036417664918345,0.0,0.0,300
MZI_null,MZI,MZI_null_00173,-0.06121130595323271,-8.114373605533562,-4.024258932752212,0.0,0.0,300
MZI_null,MZI,MZI_null_00174,-0.28061878815387836,-3.054540452123926,-0.9447448624313449,0.0,0.0,300
MZI_null,MZI,MZI_null_00175,0.2514655968412924,-1.0192178787075121,-1.6573015864265928,0.0,0.0,300
MZI_null,MZI,MZI_null_00176,0.12441083717752337,-8.633405927023656,-0.29315632567430217,0.0,0.0,300
MZI_null,MZI,MZI_null_00177,0.11562977908304502,-6.435758737339524,2.4312621296207872,0.0,0.0,300
MZI_null,MZI,MZI_null_00178,0.05077446112416212,-3.245863741702404,0.8983455983188544,0.0,0.0,300
MZI_null,MZI,MZI_null_00179,0.34060392867065936,-1.4544012348245146,-0.2553382410989917,0.0,0.0,300
MZI_null,MZI,MZI_null_00180,-0.06890413493103661,-4.5495331083943755,1.491007449632737,0.0,0.0,300
MZI_null,MZI,MZI_null_00181,-0.12841257388633007,-1.7853012883418227,-2.43297234029535,0.0,0.0,300
MZI_null,MZI,MZI_null_00182,0.07184697386195878,-0.9990136841391553,2.1126198327736976,0.0,0.0,300
MZI_null,MZI,MZI_null_00183,-0.07650245982821205,-2.8096248058801137,-3.936291147346922,0.0,0.0,300
MZI_null,MZI,MZI_null_00184,-0.06664398901141673,-0.8680985208654435,1.2709658499360557,0.0,0.0,300
MZI_null,MZI,MZI_null_00185,-0.13832479862664382,0.6088177603169806,3.066913576414853,0.0,0.0,300
MZI_null,MZI,MZI_null_00186,0.06201523548355513,3.630387437674198,-3.321367597310719,0.0,0.0,300
MZI_null,MZI,MZI_null_00187,-0.18669820549671254,-7.336160746712836,3.488132934467549,0.0,0.0,300
MZI_null,MZI,MZI_null_00188,0.09815484845310866,-2.1667540127313654,-0.1600941210405391,0.0,0.0,300
MZI_null,MZI,MZI_null_00189,-0.16882335709475646,5.337255938850479,-0.6123364540743175,0.0,0.0,300
MZI_null,MZI,MZI_null_00190,0.01640921919073393,0.17729987169607586,0.44302769521013974,0.0,0.0,300
MZI_null,MZI,MZI_null_00191,0.033582603641869706,-4.371423366335936,0.4144050714079872,0.0,0.0,300
MZI_null,MZI,MZI_null_00192,0.28230367447125504,2.0362601384649333,3.7795598799181906,0.0,0.0,300
MZI_null,MZI,MZI_null_00193,-0.07668235146467776,-4.968814460775743,-1.3773607602989444,0.0,0.0,300
MZI_null,MZI,MZI_null_00194,0.00835873684330419,1.2825745554128458,-6.077393889144458,0.0,0.0,300
MZI_null,MZI,MZI_null_00195,0.22943254791909204,-2.4740236957369683,-2.28064320984226,0.0,0.0,300
MZI_null,MZI,MZI_null_00196,-0.15181565628902513,-6.9645700155973085,1.4695117518857437,0.0,0.0,300
MZI_null,MZI,MZI_null_00197,0.010997695078260582,-5.869882699223162,-4.8852363161908485,0.0,0.0,300
